Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Unemployment_rate,Inflation_rate,GDP,total_units_credited,total_units_enrolled,total_units_evaluations,total_units_approved,total_units_grade,total_units_without_evaluations,Status
Single,17,2,Engineering and Technology,1,Secondary Education,141.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,136.1,1,0,0,1,Female,Yes,18,No,12.7,3.7,-1.7,0,0,0,0,0.0,0,Enrolled
Single,43,2,Other,1,Secondary Education,129.0,Europe,Higher Education,Higher Education,Service Workers,Service,122.4,1,0,0,1,Female,No,19,No,12.7,3.7,-1.7,0,11,14,9,13.175,0,Enrolled
Single,7,0,Other,1,Higher Education,130.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Manual Labor,130.0,1,0,0,1,Female,No,23,No,15.5,2.8,-4.06,18,29,50,29,13.182142857142857,2,Graduate
Single,1,2,Health and Social Sciences,1,Secondary Education,136.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,121.7,1,0,0,1,Female,Yes,21,No,13.9,-0.3,0.79,0,12,16,10,12.066666666666666,0,Graduate
Single,1,3,Health and Social Sciences,1,Secondary Education,137.0,Europe,Basic Education,Basic Education,Service Workers,Manual Labor,122.7,1,0,0,1,Female,Yes,18,No,16.2,0.3,-0.92,0,15,18,15,13.450396825396826,0,Graduate
Single,1,1,Other,1,Secondary Education,125.0,Europe,Other,Basic Education,Manual Labor,Manual Labor,129.2,1,0,1,0,Female,No,20,No,10.8,1.4,1.74,0,12,26,4,10.666666666666668,0,Dropout
Single,43,1,Other,1,Secondary Education,119.0,Europe,Secondary Education,Basic Education,Service Workers,Service,105.0,1,0,0,1,Female,No,23,No,16.2,0.3,-0.92,0,12,18,5,11.166666666666668,0,Enrolled
Single,1,1,Health and Social Sciences,1,Secondary Education,132.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,129.9,1,0,0,1,Female,No,20,No,10.8,1.4,1.74,0,12,13,11,12.933333333333334,0,Enrolled
Single,1,1,Engineering and Technology,1,Secondary Education,152.0,Europe,Basic Education,Basic Education,Service Workers,Manual Labor,136.3,0,0,0,1,Female,Yes,18,No,13.9,-0.3,0.79,1,12,19,12,12.973214285714285,1,Graduate
Single,1,1,Health and Social Sciences,0,Secondary Education,125.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,114.9,0,0,0,1,Female,No,29,No,9.4,-0.8,-3.12,11,18,21,18,13.089285714285715,0,Graduate
Single,39,1,Other,1,Incomplete Education,133.1,Europe,Basic Education,Secondary Education,Service Workers,Service,102.0,1,0,0,1,Male,No,28,No,7.6,2.6,0.32,0,12,26,4,12.5,0,Dropout
Single,1,3,Other,1,Secondary Education,120.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,111.3,1,0,0,1,Male,No,19,No,9.4,-0.8,-3.12,0,10,14,7,11.166666666666668,0,Enrolled
Single,39,1,Other,1,Secondary Education,148.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,130.9,0,0,1,0,Male,No,24,No,10.8,1.4,1.74,0,12,21,0,0.0,0,Dropout
Single,39,1,Engineering and Technology,1,Secondary Education,133.1,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,100.0,0,0,1,1,Male,Yes,33,No,15.5,2.8,-4.06,0,0,0,0,0.0,0,Dropout
Single,17,1,Business and Management,1,Secondary Education,115.0,Europe,Secondary Education,Basic Education,Service Workers,Manual Labor,112.9,1,0,0,0,Male,No,19,No,9.4,-0.8,-3.12,0,10,20,3,11.75,0,Dropout
Single,1,1,Health and Social Sciences,1,Secondary Education,120.0,Europe,Basic Education,Secondary Education,Manual Labor,Professional,112.7,0,0,0,1,Male,No,19,No,11.1,0.6,2.02,0,12,15,12,14.5,0,Graduate
Divorced,39,1,Health and Social Sciences,0,Secondary Education,133.1,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,143.0,0,0,0,1,Male,No,37,No,12.7,3.7,-1.7,5,16,21,15,11.785714285714285,0,Graduate
Single,1,1,Engineering and Technology,1,Secondary Education,168.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,155.1,1,0,1,0,Male,Yes,18,No,12.7,3.7,-1.7,0,0,0,0,0.0,0,Graduate
Divorced,39,1,Business and Management,0,Secondary Education,130.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,127.6,0,0,0,1,Male,No,29,No,7.6,2.6,0.32,0,10,10,0,0.0,0,Enrolled
Married,39,1,Health and Social Sciences,1,Basic Education,133.1,Europe,Basic Education,Basic Education,Manual Labor,Professional,146.6,0,0,0,1,Male,No,37,No,13.9,-0.3,0.79,0,15,16,15,12.758035714285715,0,Graduate
Single,39,1,Health and Social Sciences,1,Secondary Education,137.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,141.0,0,0,0,1,Male,No,36,No,12.4,0.5,1.79,0,15,0,0,0.0,0,Dropout
Single,1,2,Other,1,Secondary Education,123.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,120.6,1,0,0,1,Male,No,19,No,8.9,1.4,3.51,0,12,14,11,13.666666666666668,0,Graduate
Single,42,1,Health and Social Sciences,1,Secondary Education,150.0,Europe,Secondary Education,Secondary Education,Manual Labor,Professional,110.0,1,0,0,1,Male,Yes,33,No,9.4,-0.8,-3.12,12,28,40,28,13.072857142857144,12,Graduate
Single,42,1,Engineering and Technology,1,Secondary Education,120.0,Europe,Secondary Education,Secondary Education,Service Workers,Manual Labor,108.6,0,0,0,0,Male,No,34,No,15.5,2.8,-4.06,4,14,20,8,11.5,0,Dropout
Single,1,1,Health and Social Sciences,1,Secondary Education,145.0,Europe,Higher Education,Secondary Education,Technical and Administrative,Manual Labor,134.9,1,0,0,1,Female,No,18,No,12.4,0.5,1.79,0,12,12,12,15.75,0,Graduate
Single,44,1,Other,1,Other,120.0,Europe,Higher Education,Secondary Education,Professional,Service,120.0,1,0,0,1,Female,No,20,No,12.4,0.5,1.79,0,12,12,0,0.0,0,Dropout
Single,1,1,Other,1,Secondary Education,142.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Manual Labor,141.3,0,0,0,1,Female,Yes,19,No,13.9,-0.3,0.79,0,12,13,12,14.94047619047619,0,Graduate
Single,1,3,Health and Social Sciences,1,Secondary Education,147.0,Europe,Secondary Education,Secondary Education,Manual Labor,Professional,135.6,1,0,0,1,Female,No,20,No,13.9,-0.3,0.79,0,12,13,12,16.023809523809526,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,125.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,121.5,1,0,0,1,Female,Yes,19,No,12.4,0.5,1.79,0,12,16,12,11.261904761904763,0,Graduate
Single,1,4,Health and Social Sciences,1,Secondary Education,126.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,125.0,1,0,0,1,Female,No,19,No,12.4,0.5,1.79,0,15,19,12,12.037499999999998,0,Graduate
Single,18,2,Other,1,Secondary Education,132.0,Africa,Basic Education,Secondary Education,Manual Labor,Manual Labor,119.1,1,0,0,1,Female,Yes,22,Yes,9.4,-0.8,-3.12,0,12,15,11,11.8,0,Graduate
Single,1,1,Other,1,Secondary Education,122.0,Europe,Other,Other,Service Workers,Manual Labor,126.6,1,0,0,1,Female,No,18,No,11.1,0.6,2.02,0,12,17,12,14.383928571428571,0,Enrolled
Single,1,1,Other,1,Secondary Education,123.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,116.7,0,0,0,1,Female,Yes,18,No,12.4,0.5,1.79,0,12,14,12,12.416666666666666,0,Graduate
Single,1,3,Health and Social Sciences,1,Secondary Education,126.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,120.1,1,0,0,1,Female,No,19,No,12.4,0.5,1.79,0,14,20,10,12.745833333333334,0,Enrolled
Single,1,1,Other,1,Secondary Education,128.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,124.9,0,0,0,1,Female,Yes,19,No,12.7,3.7,-1.7,0,12,12,12,12.666666666666668,0,Graduate
Single,39,1,Health and Social Sciences,1,Secondary Education,100.0,Europe,Secondary Education,Secondary Education,Professional,Other,114.0,1,0,1,0,Female,No,31,No,7.6,2.6,0.32,0,14,16,10,12.56,0,Dropout
Single,17,5,Health and Social Sciences,1,Secondary Education,140.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Professional,131.1,1,0,0,1,Female,No,18,No,11.1,0.6,2.02,0,15,15,15,13.710625,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,145.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,129.3,0,0,1,1,Female,Yes,19,No,10.8,1.4,1.74,0,12,20,7,11.125,0,Graduate
Single,1,1,Engineering and Technology,1,Secondary Education,143.0,Europe,Higher Education,Basic Education,Professional,Service,129.7,1,0,0,1,Female,No,18,No,13.9,-0.3,0.79,0,0,0,0,0.0,0,Graduate
Single,17,1,Health and Social Sciences,1,Secondary Education,132.0,Europe,Basic Education,Basic Education,Manual Labor,Service,120.8,0,0,0,1,Female,Yes,19,No,15.5,2.8,-4.06,0,12,21,11,11.657142857142857,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,130.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,135.0,0,0,0,1,Female,No,19,No,7.6,2.6,0.32,0,14,14,12,14.266666666666666,0,Graduate
Single,1,1,Business and Management,1,Secondary Education,129.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,117.8,0,0,0,1,Female,Yes,19,No,10.8,1.4,1.74,0,10,15,8,12.428571428571429,0,Enrolled
Married,7,1,Health and Social Sciences,0,Higher Education,124.4,Europe,Basic Education,Other,Student,Student,130.0,0,0,0,1,Female,No,30,No,7.6,2.6,0.32,11,17,18,16,12.547619047619047,1,Graduate
Single,43,1,Other,1,Secondary Education,127.0,Europe,Secondary Education,Secondary Education,Service Workers,Service,117.6,1,0,0,1,Female,No,18,No,16.2,0.3,-0.92,0,12,16,3,5.5,0,Enrolled
Single,18,6,Health and Social Sciences,1,Secondary Education,144.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,130.8,1,0,0,1,Female,No,18,No,12.7,3.7,-1.7,0,16,22,14,12.771428571428572,0,Graduate
Single,18,5,Health and Social Sciences,1,Secondary Education,121.0,Europe,Higher Education,Higher Education,Professional,Professional,111.9,1,0,0,1,Female,No,21,No,12.7,3.7,-1.7,0,10,17,0,0.0,3,Dropout
Single,44,1,Health and Social Sciences,1,Secondary Education,150.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Manual Labor,145.9,0,0,0,1,Female,Yes,19,No,13.9,-0.3,0.79,5,12,13,12,14.535714285714285,0,Graduate
Single,17,1,Other,1,Secondary Education,115.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,109.1,1,0,0,1,Female,Yes,19,No,12.4,0.5,1.79,0,12,16,11,13.942857142857143,0,Enrolled
Single,1,5,Health and Social Sciences,1,Secondary Education,125.0,Europe,Higher Education,Secondary Education,Technical and Administrative,Manual Labor,120.3,1,0,0,1,Female,No,19,No,13.9,-0.3,0.79,0,14,19,10,12.708333333333334,0,Enrolled
Single,17,1,Other,1,Secondary Education,117.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,113.5,1,0,0,1,Female,No,19,No,8.9,1.4,3.51,0,12,20,10,12.541666666666668,0,Dropout
Single,1,2,Other,1,Secondary Education,121.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,135.4,1,0,0,1,Female,Yes,19,No,8.9,1.4,3.51,0,12,16,11,13.366666666666667,0,Graduate
Married,39,1,Business and Management,0,Secondary Education,140.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,130.2,0,0,0,1,Female,Yes,39,No,16.2,0.3,-0.92,0,10,27,6,11.166666666666668,4,Graduate
Single,1,2,Engineering and Technology,1,Secondary Education,129.0,Europe,Higher Education,Higher Education,Professional,Professional,136.4,1,0,0,1,Female,No,18,No,7.6,2.6,0.32,0,12,12,12,12.583333333333334,0,Enrolled
Single,17,1,Engineering and Technology,1,Secondary Education,130.0,Europe,Higher Education,Secondary Education,Manual Labor,Manual Labor,126.9,1,0,0,1,Female,No,20,No,12.7,3.7,-1.7,0,0,0,0,0.0,0,Dropout
Single,17,5,Business and Management,1,Secondary Education,131.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Service,119.8,1,0,0,1,Female,No,19,No,8.9,1.4,3.51,0,10,17,9,12.1,0,Graduate
Single,17,3,Business and Management,1,Secondary Education,137.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,124.4,1,0,0,1,Female,No,18,No,11.1,0.6,2.02,0,10,10,9,11.8,0,Enrolled
Married,39,1,Other,1,Secondary Education,150.0,Europe,Higher Education,Higher Education,Professional,Professional,120.0,0,0,1,0,Female,No,34,No,11.1,0.6,2.02,1,12,19,12,13.583333333333334,0,Enrolled
Single,1,2,Other,1,Secondary Education,117.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,111.8,0,0,0,1,Female,No,22,No,7.6,2.6,0.32,0,10,17,5,11.5,1,Enrolled
Single,39,1,Health and Social Sciences,1,Secondary Education,133.1,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,130.0,1,0,0,1,Female,No,24,No,13.9,-0.3,0.79,0,12,17,11,14.228571428571428,0,Graduate
Married,43,1,Business and Management,1,Secondary Education,130.0,Europe,Secondary Education,Basic Education,Manual Labor,Service,138.0,0,0,0,1,Female,No,34,No,7.6,2.6,0.32,23,28,30,23,12.549242424242424,0,Graduate
Married,39,1,Business and Management,0,Secondary Education,110.0,Europe,Other,Other,Student,Student,114.6,1,0,0,1,Female,No,46,No,7.6,2.6,0.32,0,10,10,0,0.0,0,Dropout
Married,39,2,Business and Management,1,Secondary Education,140.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,108.0,0,0,0,1,Female,No,50,No,9.4,-0.8,-3.12,0,10,20,8,12.766666666666666,1,Enrolled
Single,39,1,Business and Management,0,Secondary Education,140.0,Europe,Basic Education,Basic Education,Manual Labor,Service,140.0,0,0,0,0,Female,No,37,No,15.5,2.8,-4.06,0,10,10,0,0.0,0,Dropout
Single,1,2,Health and Social Sciences,1,Secondary Education,148.0,Europe,Basic Education,Secondary Education,Technical and Administrative,Manual Labor,134.7,1,0,0,1,Female,No,18,No,8.9,1.4,3.51,0,12,12,12,16.25,0,Graduate
Single,39,1,Health and Social Sciences,1,Secondary Education,130.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,110.0,0,0,0,1,Female,Yes,25,No,11.1,0.6,2.02,0,12,27,5,11.5,0,Enrolled
Married,39,1,Other,1,Secondary Education,140.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,104.8,0,0,0,1,Female,No,46,No,15.5,2.8,-4.06,25,32,37,32,11.79757085020243,0,Graduate
Married,39,1,Engineering and Technology,1,Secondary Education,160.0,Europe,Higher Education,Secondary Education,Professional,Service,126.5,0,0,0,1,Female,Yes,30,No,13.9,-0.3,0.79,1,12,17,11,12.928571428571429,1,Graduate
Divorced,1,1,Business and Management,0,Secondary Education,130.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,118.1,0,0,1,0,Female,No,37,No,12.7,3.7,-1.7,0,10,0,0,0.0,0,Dropout
Married,39,1,Business and Management,0,Secondary Education,120.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,119.9,0,0,0,1,Female,No,50,No,12.7,3.7,-1.7,0,10,16,5,10.75,0,Enrolled
Single,44,1,Other,1,Other,160.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,160.0,1,0,0,1,Female,No,20,No,12.4,0.5,1.79,0,12,16,12,13.142857142857142,0,Graduate
Married,39,2,Health and Social Sciences,1,Incomplete Education,133.1,Europe,Other,Other,Student,Other,100.5,0,0,0,1,Female,No,39,No,11.1,0.6,2.02,0,5,11,1,7.0,0,Dropout
Married,39,1,Other,1,Basic Education,133.1,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,110.0,0,0,0,0,Female,No,53,No,15.5,2.8,-4.06,0,9,10,0,0.0,0,Dropout
Married,42,1,Business and Management,1,Secondary Education,100.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,100.0,1,0,0,1,Female,No,54,No,15.5,2.8,-4.06,23,28,33,23,11.78076923076923,2,Dropout
Single,44,1,Health and Social Sciences,1,Other,140.0,Europe,Higher Education,Higher Education,Technical and Administrative,Professional,140.0,1,0,0,1,Female,No,19,No,13.9,-0.3,0.79,0,12,14,9,13.7,0,Graduate
Single,18,2,Other,1,Secondary Education,109.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,109.0,1,0,0,0,Female,No,20,No,8.9,1.4,3.51,0,12,6,0,0.0,0,Dropout
Single,1,3,Other,1,Secondary Education,130.0,Europe,Secondary Education,Basic Education,Technical and Administrative,Service,120.9,1,0,1,1,Female,No,18,No,8.9,1.4,3.51,0,12,12,12,14.25,0,Graduate
Single,53,1,Other,1,Higher Education,130.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Service,125.8,0,0,1,1,Female,No,21,No,8.9,1.4,3.51,12,24,35,22,11.318181818181818,0,Graduate
Single,18,3,Engineering and Technology,1,Secondary Education,164.0,Europe,Secondary Education,Secondary Education,Service Workers,Professional,161.2,1,0,0,1,Female,No,18,No,13.9,-0.3,0.79,1,12,16,12,14.044642857142858,1,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,125.0,Europe,Secondary Education,Secondary Education,Manual Labor,Service,122.0,1,0,1,1,Female,No,19,No,11.1,0.6,2.02,0,15,0,0,0.0,0,Dropout
Single,17,1,Health and Social Sciences,1,Secondary Education,137.0,Europe,Secondary Education,Secondary Education,Manual Labor,Manual Labor,127.9,1,0,0,1,Female,Yes,18,No,11.1,0.6,2.02,0,14,18,12,12.84875,0,Dropout
Single,1,1,Other,1,Secondary Education,133.0,Europe,Secondary Education,Higher Education,Technical and Administrative,Professional,135.8,1,0,0,1,Female,No,19,No,11.1,0.6,2.02,0,12,12,12,14.166666666666668,0,Graduate
Single,1,1,Engineering and Technology,1,Secondary Education,163.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Professional,149.7,1,0,0,1,Female,Yes,18,No,13.9,-0.3,0.79,0,0,0,0,0.0,0,Dropout
Single,1,2,Other,1,Secondary Education,160.0,Europe,Higher Education,Secondary Education,Technical and Administrative,Service,137.3,1,0,0,1,Female,No,19,No,12.7,3.7,-1.7,0,12,13,10,13.100000000000001,0,Graduate
Divorced,43,1,Health and Social Sciences,0,Incomplete Education,133.1,Europe,Other,Other,Student,Student,106.0,1,0,0,1,Female,No,48,No,7.6,2.6,0.32,0,12,19,9,12.75,0,Enrolled
Divorced,43,1,Health and Social Sciences,1,Secondary Education,120.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,110.0,0,0,1,1,Female,No,34,No,13.9,-0.3,0.79,0,12,21,8,12.5,0,Graduate
Single,1,1,Health and Social Sciences,1,Secondary Education,140.0,Europe,Higher Education,Higher Education,Professional,Professional,146.4,0,0,0,1,Female,No,18,No,7.6,2.6,0.32,0,10,12,10,12.1,0,Graduate
Married,39,1,Health and Social Sciences,0,Secondary Education,140.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,121.0,0,0,0,1,Female,No,50,No,10.8,1.4,1.74,0,12,14,12,12.25,0,Graduate
Single,43,1,Other,1,Secondary Education,140.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,125.2,0,0,1,1,Female,No,41,No,12.4,0.5,1.79,39,40,42,40,12.219298245614034,0,Graduate
Single,17,2,Other,1,Secondary Education,115.0,Europe,Secondary Education,Secondary Education,Service Workers,Service,119.6,1,0,0,1,Female,Yes,22,No,7.6,2.6,0.32,0,12,22,10,11.5,0,Dropout
Divorced,39,1,Business and Management,1,Secondary Education,140.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,142.8,0,0,0,1,Female,No,43,No,7.6,2.6,0.32,0,10,10,10,16.5,0,Graduate
Married,39,1,Health and Social Sciences,0,Basic Education,133.1,Europe,Higher Education,Secondary Education,Student,Other,123.5,0,0,0,1,Female,No,50,No,10.8,1.4,1.74,0,7,1,0,0.0,1,Dropout
Single,39,1,Other,1,Basic Education,133.1,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,100.0,0,0,0,1,Female,No,60,No,13.9,-0.3,0.79,0,12,16,10,13.75,0,Graduate
Married,39,1,Business and Management,1,Secondary Education,110.0,Europe,Basic Education,Basic Education,Manual Labor,Service,140.0,0,0,0,1,Female,No,41,No,9.4,-0.8,-3.12,0,10,26,9,13.75,1,Enrolled
Married,39,1,Business and Management,0,Basic Education,133.1,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,150.3,0,0,0,1,Female,No,47,No,7.6,2.6,0.32,0,10,10,10,14.600000000000001,0,Graduate
Single,1,1,Engineering and Technology,1,Higher Education,116.0,Europe,Higher Education,Higher Education,Professional,Professional,128.2,0,0,0,1,Female,No,22,No,11.1,0.6,2.02,26,34,40,34,10.934210526315791,0,Graduate
Married,39,1,Health and Social Sciences,1,Secondary Education,110.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,114.3,0,0,0,1,Female,No,41,No,10.8,1.4,1.74,0,15,0,0,0.0,0,Dropout
Married,43,1,Business and Management,0,Secondary Education,140.0,Europe,Basic Education,Basic Education,Service Workers,Manual Labor,117.3,0,0,0,1,Female,No,28,No,7.6,2.6,0.32,11,20,32,15,11.0,1,Enrolled
Other,42,1,Health and Social Sciences,1,Higher Education,120.0,Europe,Basic Education,Basic Education,Technical and Administrative,Manual Labor,120.0,0,0,0,1,Female,No,32,No,10.8,1.4,1.74,21,30,43,26,12.538461538461537,0,Graduate
Married,39,1,Business and Management,0,Incomplete Education,133.1,Europe,Basic Education,Other,Student,Other,110.7,1,0,0,1,Female,No,50,No,7.6,2.6,0.32,0,10,0,0,0.0,0,Dropout
Single,51,1,Business and Management,1,Secondary Education,160.0,Europe,Secondary Education,Basic Education,Manual Labor,Service,118.0,0,0,0,1,Female,No,53,No,8.9,1.4,3.51,26,28,28,27,11.733333333333334,1,Enrolled
Single,39,1,Health and Social Sciences,1,Secondary Education,133.1,Europe,Higher Education,Higher Education,Technical and Administrative,Service,169.2,0,0,1,0,Female,No,54,Yes,12.4,0.5,1.79,0,12,17,0,0.0,0,Dropout
Single,39,1,Health and Social Sciences,0,Secondary Education,120.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,106.8,0,0,0,1,Female,No,49,No,13.9,-0.3,0.79,0,12,21,9,11.916666666666668,0,Enrolled
Married,42,1,Other,1,Secondary Education,133.1,Europe,Basic Education,Basic Education,Technical and Administrative,Manual Labor,100.0,0,0,0,1,Female,No,34,No,12.7,3.7,-1.7,10,25,40,19,12.4375,0,Dropout
Divorced,39,1,Health and Social Sciences,0,Secondary Education,133.1,Europe,Basic Education,Basic Education,Service Workers,Manual Labor,144.5,0,0,0,1,Female,No,45,No,16.2,0.3,-0.92,0,12,21,7,12.083333333333332,0,Dropout
Divorced,39,1,Health and Social Sciences,0,Basic Education,133.1,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,134.5,0,0,0,1,Female,Yes,47,No,12.4,0.5,1.79,0,12,18,9,11.725,0,Graduate
Single,43,1,Health and Social Sciences,1,Secondary Education,122.0,Europe,Secondary Education,Secondary Education,Service Workers,Service,114.3,1,0,0,1,Female,No,22,No,9.4,-0.8,-3.12,7,17,31,13,11.1,0,Enrolled
Married,39,1,Business and Management,0,Secondary Education,133.1,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,113.4,0,0,0,1,Female,No,33,No,12.4,0.5,1.79,0,10,27,3,11.0,0,Dropout
Married,39,1,Health and Social Sciences,0,Secondary Education,140.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,128.0,0,0,0,1,Female,Yes,43,No,8.9,1.4,3.51,0,12,15,12,11.916666666666668,0,Graduate
Single,7,1,Other,1,Higher Education,120.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,120.0,0,0,0,1,Female,No,54,No,15.5,2.8,-4.06,14,25,28,25,14.76923076923077,0,Graduate
Single,39,1,Health and Social Sciences,0,Higher Education,130.0,Europe,Basic Education,Basic Education,Service Workers,Manual Labor,147.5,0,0,0,1,Female,No,39,No,12.7,3.7,-1.7,13,19,21,19,13.977272727272728,0,Graduate
Married,39,1,Business and Management,0,Secondary Education,120.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,120.7,0,0,0,1,Female,No,39,No,7.6,2.6,0.32,0,10,11,10,12.1,0,Graduate
Single,1,1,Other,1,Secondary Education,153.0,Europe,Secondary Education,Basic Education,Manual Labor,Manual Labor,153.7,0,0,0,1,Female,Yes,18,No,15.5,2.8,-4.06,0,12,14,12,12.988095238095237,0,Graduate
Single,17,1,Health and Social Sciences,1,Secondary Education,131.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,121.9,0,0,0,1,Female,Yes,19,No,16.2,0.3,-0.92,0,12,15,12,12.803571428571429,0,Graduate
Single,17,4,Other,1,Secondary Education,126.0,Europe,Basic Education,Secondary Education,Manual Labor,Manual Labor,119.4,1,0,0,1,Female,Yes,18,No,8.9,1.4,3.51,0,12,15,11,13.9,0,Graduate
Married,39,1,Health and Social Sciences,0,Incomplete Education,110.0,Europe,Other,Other,Student,Student,157.8,0,0,0,1,Female,No,44,No,7.6,2.6,0.32,7,14,22,14,13.125,0,Graduate
Single,39,1,Business and Management,0,Secondary Education,150.0,Europe,Higher Education,Secondary Education,Technical and Administrative,Manual Labor,154.0,0,0,0,1,Female,No,27,No,12.4,0.5,1.79,0,10,11,0,0.0,0,Dropout
Single,1,2,Other,1,Secondary Education,131.0,Europe,Secondary Education,Secondary Education,Technical and Administrative,Manual Labor,135.9,1,0,0,1,Female,Yes,18,No,8.9,1.4,3.51,0,12,14,12,12.797619047619047,0,Graduate
Married,43,1,Health and Social Sciences,0,Secondary Education,130.0,Europe,Other,Other,Student,Student,130.0,0,0,0,1,Female,No,45,No,9.4,-0.8,-3.12,14,19,20,15,12.222222222222221,3,Dropout
Single,17,4,Other,1,Secondary Education,122.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,118.9,1,0,0,1,Female,No,20,No,7.6,2.6,0.32,0,12,14,11,12.833333333333332,0,Graduate
Married,1,1,Health and Social Sciences,0,Secondary Education,151.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,152.4,0,0,0,1,Female,No,40,No,10.8,1.4,1.74,0,12,14,12,10.916666666666668,0,Graduate
Single,39,1,Business and Management,0,Secondary Education,120.0,Europe,Basic Education,Basic Education,Manual Labor,Manual Labor,147.8,0,0,0,1,Female,No,40,No,13.9,-0.3,0.79,0,10,15,9,11.625,0,Enrolled
Single,43,1,Health and Social Sciences,1,Secondary Education,136.0,Europe,Higher Education,Higher Education,Professional,Professional,100.0,0,0,0,1,Female,No,18,No,13.9,-0.3,0.79,0,15,16,15,14.09375,0,Graduate
Single,18,6,Health and Social Sciences,1,Secondary Education,140.0,Europe,Higher Education,Secondary Education,Technical and Administrative,Manual Labor,129.0,1,0,0,1,Female,No,21,No,12.7,3.7,-1.7,0,16,16,14,12.414285714285716,0,Graduate
